EmployeeID,Name,Department,Region,Gender,Age,Salary,JoiningDate,PerformanceScore,Sales
1294,Employee_1294,HR,South,Male,27.0,61280.0,2018-07-17,3.0,17801.0
275,Employee_275,IT,South,Male,32.0,53684.0,2015-10-02,4.0,20320.0
2963,Employee_2963,Sales,West,Male,56.0,34487.0,2023-02-10,3.0,31863.0
550,Employee_550,HR,North,Female,37.0,115359.0,2016-07-03,1.0,35281.0
2224,Employee_2224,Marketing,North,Female,20.0,89228.0,2021-02-01,1.0,14008.0
3902,Employee_3902,HR,East,Male,28.0,47085.0,2025-09-06,4.0,34598.0
4943,Employee_4943,Sales,West,Male,39.0,81845.0,2028-07-13,2.0,21836.0
4550,Employee_4550,Finance,West,Male,59.0,98388.0,2027-06-16,5.0,4176.0
606,Employee_606,IT,West,Male,37.0,47216.0,2016-08-28,2.0,27467.0
2260,Employee_2260,HR,West,Male,30.0,54044.0,2021-03-09,5.0,24685.0
528,Employee_528,Sales,South,Female,48.0,65674.0,2016-06-11,5.0,41769.0
2516,Employee_2516,Sales,East,Male,26.0,114946.0,2021-11-20,2.0,46904.0
4967,Employee_4967,HR,East,Female,51.0,32014.0,2028-08-06,1.0,11898.0
2457,Employee_2457,Finance,South,Male,47.0,30947.0,2021-09-22,1.0,18100.0
3846,Employee_3846,HR,South,Male,46.0,115904.0,2025-07-12,4.0,13680.0
4955,Employee_4955,Marketing,East,Male,47.0,34052.0,2028-07-25,2.0,4715.0
1874,Employee_1874,Sales,West,Female,36.0,114418.0,2020-02-17,2.0,6411.0
3215,Employee_3215,Marketing,North,Male,58.0,48281.0,2023-10-20,1.0,28194.0
299,Employee_299,Finance,South,Female,39.0,36827.0,2015-10-26,4.0,48585.0
1136,Employee_1136,HR,North,Female,47.0,75310.0,2018-02-09,1.0,24928.0
2586,Employee_2586,HR,East,Female,51.0,75534.0,2022-01-29,1.0,
1878,Employee_1878,Finance,South,Female,38.0,100560.0,2020-02-21,2.0,7204.0
4773,Employee_4773,IT,North,Male,40.0,90896.0,2028-01-25,,41466.0
4995,Employee_4995,HR,West,Female,40.0,86919.0,2028-09-03,2.0,26618.0
4075,Employee_4075,Marketing,North,Female,57.0,64307.0,2026-02-26,3.0,32165.0
1616,Employee_1616,Finance,West,Male,45.0,107751.0,2019-06-04,5.0,38085.0
4949,Employee_4949,HR,West,Male,47.0,103338.0,2028-07-19,5.0,48975.0
151,Employee_151,Sales,West,Female,20.0,112318.0,2015-05-31,4.0,19157.0
757,Employee_757,Marketing,East,Female,32.0,64710.0,2017-01-26,3.0,41478.0
1053,Employee_1053,Sales,North,Male,48.0,,2017-11-18,4.0,10879.0
2520,Employee_2520,Sales,South,Female,56.0,53655.0,2021-11-24,1.0,7506.0
4256,Employee_4256,HR,West,Male,51.0,115425.0,2026-08-26,3.0,8921.0
1484,Employee_1484,Sales,North,Male,28.0,70868.0,2019-01-23,3.0,18788.0
1116,Employee_1116,Finance,West,Female,43.0,104710.0,2018-01-20,1.0,13669.0
3066,Employee_3066,HR,North,Female,52.0,114764.0,2023-05-24,2.0,1907.0
2255,Employee_2255,HR,East,Male,41.0,51601.0,2021-03-04,4.0,5584.0
377,Employee_377,Finance,South,Female,35.0,110821.0,2016-01-12,4.0,41684.0
2104,Employee_2104,Finance,South,Male,28.0,48836.0,2020-10-04,3.0,35109.0
4223,Employee_4223,Marketing,South,Male,52.0,42636.0,2026-07-24,4.0,7075.0
2340,Employee_2340,Finance,West,Female,30.0,106979.0,2021-05-28,2.0,26074.0
3945,Employee_3945,Finance,South,Male,39.0,110252.0,2025-10-19,2.0,10370.0
379,Employee_379,HR,East,Female,24.0,62879.0,2016-01-14,3.0,14177.0
2776,Employee_2776,Marketing,North,Female,24.0,51157.0,2022-08-07,4.0,45151.0
4136,Employee_4136,Marketing,South,Female,20.0,43860.0,2026-04-28,3.0,7190.0
4421,Employee_4421,HR,West,Female,21.0,116644.0,2027-02-07,3.0,35048.0
908,Employee_908,IT,North,Male,57.0,78821.0,2017-06-26,1.0,30367.0
1371,Employee_1371,Finance,South,Female,34.0,67242.0,2018-10-02,3.0,2930.0
1955,Employee_1955,Finance,North,Male,28.0,102994.0,2020-05-08,1.0,944.0
1722,Employee_1722,IT,South,Female,26.0,38104.0,2019-09-18,1.0,4358.0
3314,Employee_3314,IT,North,Male,47.0,73388.0,2024-01-27,5.0,46314.0
3056,Employee_3056,HR,West,Female,40.0,47111.0,2023-05-14,4.0,
1870,Employee_1870,Sales,North,Male,53.0,101531.0,2020-02-13,4.0,41060.0
3916,Employee_3916,HR,South,Female,28.0,61152.0,2025-09-20,3.0,47810.0
4635,Employee_4635,Marketing,West,Male,56.0,72876.0,2027-09-09,5.0,46304.0
795,Employee_795,Finance,North,Male,56.0,64488.0,2017-03-05,2.0,14635.0
2553,Employee_2553,HR,East,Female,40.0,84777.0,2021-12-27,2.0,28565.0
842,Employee_842,Marketing,East,Female,43.0,109697.0,2017-04-21,5.0,15923.0
3338,Employee_3338,Sales,East,Female,29.0,32806.0,2024-02-20,5.0,8664.0
1703,Employee_1703,Finance,West,Female,27.0,117914.0,2019-08-30,1.0,42736.0
176,Employee_176,HR,West,Male,36.0,114930.0,2015-06-25,3.0,35573.0
1809,Employee_1809,HR,South,Female,57.0,65765.0,2019-12-14,3.0,21902.0
2793,Employee_2793,Marketing,South,Female,47.0,49290.0,2022-08-24,1.0,8048.0
3671,Employee_3671,IT,North,Male,43.0,108619.0,2025-01-18,4.0,19813.0
46,Employee_46,Sales,South,Female,46.0,57256.0,2015-02-15,4.0,3346.0
2808,Employee_2808,Sales,East,Male,42.0,80216.0,2022-09-08,1.0,13015.0
2459,Employee_2459,Sales,West,Male,51.0,111380.0,2021-09-24,4.0,27551.0
1756,Employee_1756,HR,South,Male,41.0,59607.0,2019-10-22,2.0,7529.0
2887,Employee_2887,Marketing,South,Female,41.0,32792.0,2022-11-26,1.0,20203.0
1718,Employee_1718,IT,South,Female,59.0,98008.0,2019-09-14,3.0,40120.0
3600,Employee_3600,Finance,North,Male,50.0,113682.0,2024-11-08,2.0,
3608,Employee_3608,Sales,West,Male,47.0,58394.0,2024-11-16,2.0,8622.0
2935,Employee_2935,HR,West,Female,54.0,39133.0,2023-01-13,3.0,18941.0
3793,Employee_3793,IT,South,Female,25.0,96973.0,2025-05-20,5.0,30451.0
1741,Employee_1741,HR,West,Female,52.0,92150.0,2019-10-07,1.0,41723.0
3162,Employee_3162,IT,South,Male,34.0,77301.0,2023-08-28,2.0,
2472,Employee_2472,Finance,West,Female,21.0,92235.0,2021-10-07,1.0,40618.0
284,Employee_284,Finance,North,Male,59.0,87255.0,2015-10-11,4.0,28644.0
4049,Employee_4049,Finance,West,Male,27.0,95179.0,2026-01-31,2.0,
1449,Employee_1449,Sales,North,Female,39.0,36107.0,2018-12-19,4.0,40536.0
1433,Employee_1433,Finance,North,Male,37.0,104310.0,2018-12-03,5.0,20688.0
3610,Employee_3610,Marketing,South,Female,25.0,78984.0,2024-11-18,4.0,18658.0
3096,Employee_3096,IT,South,Female,29.0,97285.0,2023-06-23,4.0,31989.0
4908,Employee_4908,Finance,South,Male,40.0,65677.0,2028-06-08,,23452.0
1076,Employee_1076,Sales,North,Female,26.0,97113.0,2017-12-11,1.0,45927.0
3039,Employee_3039,Sales,North,Male,28.0,64536.0,2023-04-27,,16303.0
4804,Employee_4804,Sales,West,Male,42.0,57729.0,2028-02-25,1.0,
2603,Employee_2603,Marketing,North,Female,57.0,99563.0,2022-02-15,5.0,35513.0
3640,Employee_3640,Marketing,East,Male,53.0,88714.0,2024-12-18,5.0,38890.0
2747,Employee_2747,Finance,South,Female,43.0,50543.0,2022-07-09,4.0,17600.0
2362,Employee_2362,Marketing,West,Female,26.0,,2021-06-19,5.0,23849.0
4153,Employee_4153,IT,North,Female,28.0,44342.0,2026-05-15,1.0,33292.0
1056,Employee_1056,IT,North,Male,20.0,91902.0,2017-11-21,5.0,4590.0
978,Employee_978,HR,South,Female,39.0,63062.0,2017-09-04,4.0,39815.0
4605,Employee_4605,HR,East,Female,33.0,44102.0,2027-08-10,2.0,19359.0
1873,Employee_1873,IT,East,Male,45.0,52144.0,2020-02-16,5.0,35584.0
1540,Employee_1540,Finance,East,Male,48.0,77191.0,2019-03-20,4.0,9271.0
4938,Employee_4938,HR,West,Female,33.0,37583.0,2028-07-08,3.0,1479.0
100,Employee_100,Sales,North,Female,25.0,102190.0,2015-04-10,2.0,41139.0
1740,Employee_1740,Finance,South,Male,47.0,84471.0,2019-10-06,3.0,20945.0
4406,Employee_4406,Finance,West,Female,34.0,116766.0,2027-01-23,2.0,16734.0
1733,Employee_1733,Marketing,South,Female,29.0,92723.0,2019-09-29,1.0,11211.0
2198,Employee_2198,Marketing,North,Male,51.0,83095.0,2021-01-06,5.0,49206.0
352,Employee_352,HR,East,Female,24.0,51637.0,2015-12-18,4.0,39480.0
2788,Employee_2788,HR,West,Male,50.0,82204.0,2022-08-19,,9363.0
1933,Employee_1933,Finance,West,Female,40.0,92355.0,2020-04-16,5.0,15096.0
1819,Employee_1819,Finance,North,Male,30.0,45409.0,2019-12-24,4.0,21185.0
1003,Employee_1003,Finance,North,Male,28.0,90046.0,2017-09-29,5.0,13743.0
719,Employee_719,HR,South,Female,20.0,71773.0,2016-12-19,3.0,49108.0
2756,Employee_2756,Sales,South,Female,50.0,108062.0,2022-07-18,2.0,27553.0
2777,Employee_2777,IT,West,Female,43.0,78372.0,2022-08-08,3.0,44174.0
4633,Employee_4633,Sales,East,Female,53.0,93027.0,2027-09-07,3.0,38297.0
309,Employee_309,Marketing,East,Male,46.0,69632.0,2015-11-05,2.0,10087.0
1565,Employee_1565,Sales,East,Female,50.0,84453.0,2019-04-14,2.0,24862.0
834,Employee_834,Sales,North,Female,22.0,119895.0,2017-04-13,2.0,48603.0
367,Employee_367,Finance,North,Female,29.0,91104.0,2016-01-02,2.0,19173.0
4880,Employee_4880,HR,West,Male,36.0,106089.0,2028-05-11,1.0,38906.0
2120,Employee_2120,Finance,West,Male,44.0,64528.0,2020-10-20,,31292.0
3197,Employee_3197,Finance,North,Female,,97224.0,2023-10-02,2.0,17270.0
3837,Employee_3837,HR,East,Male,22.0,68872.0,2025-07-03,5.0,41343.0
2590,Employee_2590,Sales,South,Male,29.0,52805.0,2022-02-02,2.0,6823.0
3989,Employee_3989,Sales,East,Male,22.0,41403.0,2025-12-02,4.0,3353.0
20,Employee_20,Finance,North,Male,39.0,46035.0,2015-01-20,4.0,
1478,Employee_1478,Marketing,South,Female,21.0,94022.0,2019-01-17,5.0,45114.0
1607,Employee_1607,Sales,East,Male,46.0,58634.0,2019-05-26,2.0,7206.0
2659,Employee_2659,Marketing,South,Male,50.0,110198.0,2022-04-12,,39509.0
219,Employee_219,Sales,West,Male,48.0,98861.0,2015-08-07,1.0,1547.0
1879,Employee_1879,HR,West,Female,52.0,54691.0,2020-02-22,1.0,18899.0
439,Employee_439,Finance,East,Female,23.0,117090.0,2016-03-14,2.0,14141.0
1159,Employee_1159,HR,North,Male,57.0,50893.0,2018-03-04,5.0,34029.0
1615,Employee_1615,Sales,South,Female,36.0,107160.0,2019-06-03,2.0,23464.0
4784,Employee_4784,HR,East,Male,52.0,58994.0,2028-02-05,3.0,
3502,Employee_3502,IT,West,Female,,61028.0,2024-08-02,,15865.0
1182,Employee_1182,Finance,North,Female,52.0,57930.0,2018-03-27,1.0,5362.0
4698,Employee_4698,HR,North,Male,29.0,69893.0,2027-11-11,1.0,2533.0
4002,Employee_4002,Marketing,West,Male,46.0,45227.0,2025-12-15,1.0,16684.0
2819,Employee_2819,HR,East,Female,46.0,52766.0,2022-09-19,3.0,6643.0
803,Employee_803,Finance,West,Male,24.0,84327.0,2017-03-13,1.0,31955.0
3059,Employee_3059,IT,West,Male,40.0,99206.0,2023-05-17,4.0,23420.0
3575,Employee_3575,IT,North,Male,58.0,110908.0,2024-10-14,2.0,2804.0
3797,Employee_3797,Finance,South,Male,44.0,85149.0,2025-05-24,2.0,33667.0
2466,Employee_2466,IT,West,Female,47.0,66973.0,2021-10-01,3.0,47567.0
583,Employee_583,Sales,North,Male,55.0,48857.0,2016-08-05,5.0,42577.0
204,Employee_204,Sales,West,Male,23.0,32985.0,2015-07-23,4.0,46051.0
4114,Employee_4114,Sales,East,Male,59.0,105224.0,2026-04-06,3.0,3297.0
3485,Employee_3485,Finance,North,Male,28.0,109114.0,2024-07-16,2.0,46885.0
2293,Employee_2293,IT,South,Female,53.0,43601.0,2021-04-11,2.0,35160.0
2223,Employee_2223,Marketing,South,Female,36.0,91417.0,2021-01-31,2.0,39433.0
3476,Employee_3476,Sales,West,Male,20.0,,2024-07-07,2.0,11305.0
2329,Employee_2329,HR,West,Male,26.0,67185.0,2021-05-17,2.0,45609.0
4628,Employee_4628,HR,South,Female,39.0,64623.0,2027-09-02,4.0,31322.0
3429,Employee_3429,Marketing,East,Male,48.0,105017.0,2024-05-21,5.0,26716.0
1996,Employee_1996,Sales,East,Female,52.0,86921.0,2020-06-18,4.0,27461.0
3404,Employee_3404,IT,East,Female,26.0,69685.0,2024-04-26,2.0,41164.0
3419,Employee_3419,Finance,South,Male,54.0,30814.0,2024-05-11,3.0,44559.0
518,Employee_518,Marketing,East,Male,49.0,73202.0,2016-06-01,2.0,28803.0
2504,Employee_2504,Sales,East,Female,23.0,99253.0,2021-11-08,5.0,31229.0
1376,Employee_1376,HR,East,Female,33.0,67096.0,2018-10-07,3.0,24783.0
2058,Employee_2058,HR,South,Male,37.0,119590.0,2020-08-19,3.0,44198.0
669,Employee_669,HR,North,Female,54.0,93209.0,2016-10-30,3.0,48444.0
2465,Employee_2465,IT,East,Female,38.0,76785.0,2021-09-30,1.0,6614.0
1979,Employee_1979,HR,South,Male,34.0,38691.0,2020-06-01,3.0,29845.0
4962,Employee_4962,HR,West,Female,27.0,86995.0,2028-08-01,4.0,32425.0
997,Employee_997,Sales,South,Female,55.0,35818.0,2017-09-23,3.0,18340.0
2474,Employee_2474,IT,South,Male,32.0,45405.0,2021-10-09,4.0,5328.0
2802,Employee_2802,Marketing,North,Male,40.0,59381.0,2022-09-02,3.0,27272.0
3556,Employee_3556,Marketing,South,Male,55.0,93878.0,2024-09-25,4.0,19960.0
4430,Employee_4430,Sales,West,Female,58.0,100490.0,2027-02-16,2.0,32856.0
3411,Employee_3411,Finance,East,Female,32.0,112473.0,2024-05-03,1.0,42665.0
3461,Employee_3461,HR,North,Female,20.0,54536.0,2024-06-22,,11920.0
4639,Employee_4639,Marketing,West,Female,54.0,59663.0,2027-09-13,5.0,38099.0
760,Employee_760,HR,South,Male,23.0,,2017-01-29,4.0,16411.0
4233,Employee_4233,Finance,West,Male,50.0,32998.0,2026-08-03,1.0,30897.0
1398,Employee_1398,HR,North,Female,32.0,59605.0,2018-10-29,1.0,24300.0
4968,Employee_4968,IT,North,Male,40.0,100480.0,2028-08-07,2.0,34480.0
2253,Employee_2253,Sales,North,Female,40.0,97951.0,2021-03-02,3.0,31193.0
2396,Employee_2396,IT,East,Female,38.0,84895.0,2021-07-23,1.0,30398.0
4634,Employee_4634,HR,West,Female,57.0,88995.0,2027-09-08,2.0,3809.0
215,Employee_215,IT,West,Female,33.0,117191.0,2015-08-03,4.0,18334.0
3399,Employee_3399,Sales,North,Female,42.0,69177.0,2024-04-21,3.0,33165.0
1118,Employee_1118,Marketing,North,Male,49.0,82196.0,2018-01-22,4.0,14853.0
694,Employee_694,Sales,East,Female,46.0,42939.0,2016-11-24,5.0,24440.0
1579,Employee_1579,IT,West,Male,52.0,90438.0,2019-04-28,4.0,143.0
2672,Employee_2672,IT,East,Female,52.0,95781.0,2022-04-25,2.0,28434.0
2500,Employee_2500,Marketing,East,Female,31.0,63926.0,2021-11-04,5.0,7013.0
1030,Employee_1030,Sales,East,Female,23.0,54240.0,2017-10-26,4.0,8813.0
1823,Employee_1823,HR,North,Male,33.0,74917.0,2019-12-28,4.0,19154.0
1943,Employee_1943,Marketing,South,Female,36.0,58038.0,2020-04-26,5.0,27776.0
2582,Employee_2582,Marketing,West,Female,27.0,91284.0,2022-01-25,2.0,7156.0
4992,Employee_4992,Finance,West,Male,51.0,74379.0,2028-08-31,4.0,3533.0
197,Employee_197,IT,West,Female,56.0,50195.0,2015-07-16,2.0,29028.0
3933,Employee_3933,HR,South,Male,37.0,52743.0,2025-10-07,5.0,29002.0
3909,Employee_3909,HR,West,Male,21.0,44426.0,2025-09-13,4.0,17297.0
1925,Employee_1925,Finance,South,Male,40.0,114074.0,2020-04-08,5.0,44518.0
880,Employee_880,IT,South,Female,43.0,40895.0,2017-05-29,2.0,49366.0
3110,Employee_3110,IT,North,Male,50.0,116348.0,2023-07-07,5.0,13828.0
3694,Employee_3694,Sales,West,Female,42.0,99498.0,2025-02-10,3.0,8634.0
4974,Employee_4974,IT,North,Female,34.0,109267.0,2028-08-13,5.0,3669.0
1748,Employee_1748,IT,North,Female,48.0,31963.0,2019-10-14,2.0,38245.0
888,Employee_888,Marketing,West,Female,22.0,105147.0,2017-06-06,5.0,3469.0
4155,Employee_4155,Finance,West,Male,42.0,94261.0,2026-05-17,2.0,1093.0
69,Employee_69,Finance,North,Male,37.0,112048.0,2015-03-10,3.0,18918.0
2729,Employee_2729,HR,North,Male,34.0,86971.0,2022-06-21,3.0,23359.0
2101,Employee_2101,IT,North,Male,41.0,67487.0,2020-10-01,5.0,42118.0
569,Employee_569,Finance,East,Female,41.0,33376.0,2016-07-22,3.0,22771.0
2026,Employee_2026,Marketing,East,Male,51.0,,2020-07-18,5.0,10455.0
97,Employee_97,Marketing,West,Male,35.0,40367.0,2015-04-07,3.0,24291.0
1042,Employee_1042,HR,North,Male,22.0,84909.0,2017-11-07,5.0,8487.0
1455,Employee_1455,Sales,East,Male,40.0,67693.0,2018-12-25,5.0,37610.0
140,Employee_140,Marketing,West,Female,25.0,85329.0,2015-05-20,4.0,45289.0
2314,Employee_2314,HR,East,Female,26.0,30526.0,2021-05-02,5.0,49074.0
2654,Employee_2654,Finance,North,Female,33.0,35277.0,2022-04-07,5.0,3146.0
1261,Employee_1261,Marketing,East,Male,36.0,78061.0,2018-06-14,3.0,24576.0
1840,Employee_1840,Sales,South,Male,34.0,79711.0,2020-01-14,4.0,19420.0
3929,Employee_3929,HR,North,Male,50.0,93236.0,2025-10-03,5.0,11964.0
1352,Employee_1352,Sales,East,Male,39.0,59404.0,2018-09-13,5.0,20521.0
1967,Employee_1967,HR,North,Male,47.0,77361.0,2020-05-20,4.0,32654.0
3796,Employee_3796,IT,South,Male,41.0,101038.0,2025-05-23,5.0,24630.0
4027,Employee_4027,Sales,West,Female,32.0,90378.0,2026-01-09,4.0,33632.0
1026,Employee_1026,Marketing,South,Male,29.0,91585.0,2017-10-22,3.0,49162.0
464,Employee_464,HR,West,Male,40.0,113905.0,2016-04-08,5.0,35249.0
2375,Employee_2375,IT,West,Male,48.0,75643.0,2021-07-02,5.0,37302.0
1273,Employee_1273,Sales,North,Female,50.0,54260.0,2018-06-26,2.0,44223.0
3938,Employee_3938,HR,North,Female,34.0,64121.0,2025-10-12,2.0,36279.0
595,Employee_595,Finance,East,Female,41.0,88185.0,2016-08-17,1.0,31269.0
2216,Employee_2216,Marketing,East,Female,40.0,71098.0,2021-01-24,2.0,
4918,Employee_4918,Marketing,East,Female,44.0,63159.0,2028-06-18,4.0,25559.0
626,Employee_626,HR,West,Female,58.0,,2016-09-17,4.0,13894.0
451,Employee_451,IT,East,Male,45.0,48953.0,2016-03-26,3.0,29610.0
1551,Employee_1551,Marketing,South,Female,39.0,114225.0,2019-03-31,2.0,47370.0
1413,Employee_1413,Finance,East,Male,21.0,36338.0,2018-11-13,4.0,8878.0
1872,Employee_1872,Marketing,East,Male,38.0,42920.0,2020-02-15,4.0,15319.0
4486,Employee_4486,Finance,West,Female,28.0,,2027-04-13,1.0,32225.0
2471,Employee_2471,Sales,East,Female,55.0,100854.0,2021-10-06,3.0,4876.0
1336,Employee_1336,Sales,North,Female,55.0,117236.0,2018-08-28,1.0,9751.0
3847,Employee_3847,HR,South,Male,31.0,50271.0,2025-07-13,3.0,19305.0
4407,Employee_4407,HR,East,Male,58.0,85919.0,2027-01-24,4.0,8840.0
4026,Employee_4026,Finance,East,Female,45.0,54136.0,2026-01-08,5.0,34446.0
2985,Employee_2985,Finance,South,Male,20.0,75201.0,2023-03-04,1.0,1067.0
4081,Employee_4081,Sales,North,Male,22.0,117732.0,2026-03-04,2.0,1701.0
3300,Employee_3300,IT,West,Female,59.0,31504.0,2024-01-13,3.0,7346.0
4729,Employee_4729,Marketing,South,Female,50.0,53552.0,2027-12-12,4.0,49093.0
1000,Employee_1000,IT,East,Male,51.0,67124.0,2017-09-26,4.0,27865.0
1537,Employee_1537,Marketing,South,Female,56.0,48429.0,2019-03-17,5.0,31775.0
2019,Employee_2019,Finance,South,Female,21.0,98248.0,2020-07-11,3.0,27349.0
193,Employee_193,Finance,West,Male,57.0,100935.0,2015-07-12,2.0,38892.0
3817,Employee_3817,Sales,South,Female,28.0,107150.0,2025-06-13,4.0,19606.0
4224,Employee_4224,HR,East,Female,37.0,65070.0,2026-07-25,3.0,22378.0
1375,Employee_1375,Marketing,South,Female,33.0,76225.0,2018-10-06,4.0,18523.0
4275,Employee_4275,Marketing,East,Female,40.0,87719.0,2026-09-14,3.0,44047.0
4480,Employee_4480,IT,North,Male,44.0,115017.0,2027-04-07,3.0,26207.0
4969,Employee_4969,Marketing,South,Female,26.0,44012.0,2028-08-08,3.0,49667.0
2606,Employee_2606,IT,North,Female,56.0,51200.0,2022-02-18,5.0,2639.0
3689,Employee_3689,Sales,East,Female,56.0,118327.0,2025-02-05,2.0,8555.0
2842,Employee_2842,Finance,East,Female,25.0,40114.0,2022-10-12,2.0,43327.0
3865,Employee_3865,IT,West,Female,59.0,91049.0,2025-07-31,4.0,41398.0
4237,Employee_4237,HR,West,Male,42.0,90623.0,2026-08-07,3.0,49411.0
3856,Employee_3856,Marketing,East,Male,58.0,73086.0,2025-07-22,1.0,2387.0
2715,Employee_2715,IT,East,Female,56.0,88616.0,2022-06-07,5.0,43629.0
3754,Employee_3754,Sales,North,Male,43.0,85569.0,2025-04-11,5.0,40951.0
2246,Employee_2246,Marketing,North,Female,28.0,49856.0,2021-02-23,3.0,43179.0
1659,Employee_1659,Sales,West,Female,28.0,79766.0,2019-07-17,3.0,40100.0
2562,Employee_2562,IT,South,Female,20.0,118196.0,2022-01-05,4.0,4025.0
4967,Employee_4967,HR,East,Female,51.0,32014.0,2028-08-06,1.0,11898.0
192,Employee_192,Marketing,South,Male,43.0,34333.0,2015-07-11,1.0,16818.0
4607,Employee_4607,Marketing,North,Female,40.0,73574.0,2027-08-12,1.0,12914.0
1744,Employee_1744,Sales,East,Female,22.0,36674.0,2019-10-10,2.0,48408.0
3086,Employee_3086,Finance,West,Male,36.0,93518.0,2023-06-13,3.0,32567.0
4288,Employee_4288,Finance,West,Male,25.0,81932.0,2026-09-27,2.0,3383.0
1863,Employee_1863,HR,West,Male,59.0,96735.0,2020-02-06,1.0,17265.0
1768,Employee_1768,Sales,East,Male,40.0,38611.0,2019-11-03,5.0,31679.0
1895,Employee_1895,Sales,North,Male,53.0,112915.0,2020-03-09,4.0,38894.0
4850,Employee_4850,Sales,East,Female,50.0,93089.0,2028-04-11,4.0,8190.0
3718,Employee_3718,Marketing,South,Female,41.0,87352.0,2025-03-06,5.0,42231.0
2523,Employee_2523,Finance,West,Male,25.0,52555.0,2021-11-27,3.0,48951.0
3467,Employee_3467,Finance,West,Male,40.0,53902.0,2024-06-28,5.0,24238.0
4054,Employee_4054,Marketing,West,Male,27.0,74407.0,2026-02-05,5.0,20931.0
3931,Employee_3931,Sales,East,Female,40.0,108243.0,2025-10-05,2.0,19698.0
167,Employee_167,Finance,South,Female,51.0,86922.0,2015-06-16,3.0,
2219,Employee_2219,Marketing,South,Male,40.0,68101.0,2021-01-27,1.0,24133.0
3679,Employee_3679,IT,East,Male,41.0,53154.0,2025-01-26,3.0,47325.0
1025,Employee_1025,Sales,North,Male,44.0,98019.0,2017-10-21,4.0,29036.0
1362,Employee_1362,IT,East,Male,55.0,67479.0,2018-09-23,2.0,22709.0
2901,Employee_2901,Sales,South,Male,55.0,100597.0,2022-12-10,3.0,10152.0
1893,Employee_1893,HR,South,Male,46.0,30163.0,2020-03-07,2.0,9098.0
3567,Employee_3567,Sales,West,Female,58.0,70397.0,2024-10-06,5.0,45368.0
1097,Employee_1097,Finance,West,Male,56.0,36668.0,2018-01-01,2.0,43239.0
2099,Employee_2099,Sales,South,Male,29.0,84941.0,2020-09-29,3.0,18032.0
4920,Employee_4920,HR,West,Male,27.0,33784.0,2028-06-20,5.0,45642.0
153,Employee_153,Sales,South,Female,24.0,109023.0,2015-06-02,5.0,23324.0
2584,Employee_2584,HR,North,Female,37.0,83478.0,2022-01-27,2.0,8151.0
4796,Employee_4796,Sales,East,Male,56.0,52347.0,2028-02-17,3.0,5310.0
3950,Employee_3950,HR,West,Male,41.0,77511.0,2025-10-24,2.0,531.0
1520,Employee_1520,Marketing,South,Female,24.0,82147.0,2019-02-28,4.0,45129.0
4210,Employee_4210,HR,North,Male,21.0,31431.0,2026-07-11,4.0,4061.0
1673,Employee_1673,Marketing,East,Female,45.0,116826.0,2019-07-31,2.0,33298.0
2923,Employee_2923,Marketing,North,Male,36.0,50002.0,2023-01-01,1.0,41765.0
1434,Employee_1434,Marketing,South,Male,55.0,51017.0,2018-12-04,3.0,21796.0
4872,Employee_4872,HR,North,Female,52.0,80955.0,2028-05-03,3.0,49436.0
2032,Employee_2032,IT,North,Male,38.0,44694.0,2020-07-24,3.0,21487.0
1624,Employee_1624,Sales,South,Female,25.0,109118.0,2019-06-12,1.0,35587.0
32,Employee_32,Finance,East,Female,46.0,75167.0,2015-02-01,1.0,43250.0
938,Employee_938,Sales,West,Female,35.0,43155.0,2017-07-26,2.0,35705.0
1527,Employee_1527,HR,South,Female,42.0,91415.0,2019-03-07,1.0,29458.0
2651,Employee_2651,Sales,West,Male,27.0,75366.0,2022-04-04,3.0,36575.0
4565,Employee_4565,HR,South,Female,48.0,104635.0,2027-07-01,2.0,9003.0
310,Employee_310,Marketing,West,Male,40.0,66790.0,2015-11-06,1.0,12122.0
3001,Employee_3001,IT,North,Male,21.0,74764.0,2023-03-20,1.0,44401.0
1500,Employee_1500,Finance,North,Female,,63585.0,2019-02-08,5.0,31170.0
4158,Employee_4158,Sales,South,Male,54.0,104798.0,2026-05-20,3.0,18123.0
4450,Employee_4450,HR,North,Male,24.0,55634.0,2027-03-08,3.0,37759.0
496,Employee_496,Sales,North,Male,29.0,102551.0,2016-05-10,1.0,13248.0
206,Employee_206,IT,North,Male,24.0,73585.0,2015-07-25,3.0,46088.0
2727,Employee_2727,Sales,East,Female,24.0,39213.0,2022-06-19,5.0,19133.0
3426,Employee_3426,Sales,East,Male,52.0,44800.0,2024-05-18,2.0,31773.0
3905,Employee_3905,Sales,East,Male,36.0,43502.0,2025-09-09,1.0,49700.0
306,Employee_306,Finance,North,Female,39.0,114610.0,2015-11-02,2.0,36530.0
3867,Employee_3867,Finance,North,Male,22.0,78047.0,2025-08-02,1.0,34119.0
2313,Employee_2313,Sales,North,Male,28.0,40558.0,2021-05-01,,42267.0
1062,Employee_1062,Sales,South,Female,24.0,50742.0,2017-11-27,1.0,22716.0
844,Employee_844,Sales,East,Female,33.0,52184.0,2017-04-23,2.0,10872.0
2768,Employee_2768,IT,West,Male,23.0,42359.0,2022-07-30,3.0,1063.0
4674,Employee_4674,IT,North,Female,22.0,62862.0,2027-10-18,4.0,23097.0
212,Employee_212,Finance,South,Male,37.0,64022.0,2015-07-31,3.0,29825.0
